track,artist,album,uri,times_played
Do You Think We’ll Last Forever?,Caroline Rose,Superstar,spotify:track:2AID9aFUUt0M76951vXasG,1
do-re-mi-fa-so-la-ti-do,Porter Robinson,Nurture,spotify:track:6MDBkIEBEodrBPG5CPb8IG,2
Doesn't Really Matter,Janet Jackson,All For You,spotify:track:0ekdT3jOhn3LinWtqHhmsw,6
Dogs,Abhi The Nomad,Marbled,spotify:track:7G4qDFMg5cjWBsIHfWSG1e,3
DOLLA SIGN SLIME (feat. Megan Thee Stallion),Lil Nas X,MONTERO,spotify:track:7zQirOExB0VR8yWUOqYeio,26
Don't Come Down,The Maine,Lovely Little Lonely,spotify:track:47ojH5LeQhl1ZltSAHBEFF,1
Don't Cry,J Dilla,Donuts,spotify:track:67c5M9gVWemCV5SGH5cc4v,1
Don't fight the feeling,EXO,DON'T FIGHT THE FEELING - Special Album,spotify:track:42fR3oINF3KfXCDtheoNiY,1
Don't Let Me Go,Cigarettes After Sex,Cry,spotify:track:0dBQm6NsxCQ1cOwR4zWw89,1
Don't Lie,Black Eyed Peas,Monkey Business,spotify:track:600qBKuhdgLqxZb1BqIE0T,4
Don't Like You (Trust),Evander Griiim,Raices,spotify:track:6KDcNjhP8uJH8czMl0O6xj,2
Don't Look Back into the Sun,The Libertines,Don't Look Back into the Sun,spotify:track:4KspXoCVJXGY1VrvEe1Hdm,1
Don't Make Me Over,Dionne Warwick,The Dionne Warwick Collection: Her All-Time Greatest Hits,spotify:track:1Mw5hlQc2328fJL7AGZb65,12
Don't Phunk With My Heart,Black Eyed Peas,Monkey Business,spotify:track:4MtDnnAJ1AtWit10FRmZdW,6
don't SAVE ME,WILLOW,lately I feel EVERYTHING,spotify:track:48neGx2SLVv0ohXlEZzRlK,20
Don't Say Anything,Sleeping With Sirens,Madness,spotify:track:3f9xlIVzk9xgArDPVpmNcl,1
DON'T SHOOT UP THE PARTY,BROCKHAMPTON,"ROADRUNNER: NEW LIGHT, NEW MACHINE",spotify:track:3X0Tof7fViQGV95EKIY5x1,3
Don't Sit Down 'Cause I've Moved Your Chair,Arctic Monkeys,Suck It and See,spotify:track:577M06tqh2BwsT1qqZOBM1,3
Don't Speak,No Doubt,Tragic Kingdom,spotify:track:6urCAbunOQI4bLhmGpX7iS,1
Don't Stand So Close To Me,The Police,Zenyatta Mondatta,spotify:track:5veJDT0MLsLbhYsx42GXUD,5
Don't Stop - 2004 Remaster,Fleetwood Mac,Rumours,spotify:track:4bEb3KE4mSKlTFjtWJQBqO,1
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:0ByMNEPAPpOR5H69DVrTNy,3
Don't Tell,Royal Blood,How Did We Get So Dark?,spotify:track:5rG1DBzmguHh93u0HdaWsB,11
Don't Threaten Me with a Good Time,Panic! At The Disco,Death of a Bachelor,spotify:track:2fh3bZ8jZhMxOcfESE9nQY,10
Don't Wanna Know,Bo Burnham,Inside (The Songs),spotify:track:7kK9h00nOXVagkOCXPcBxx,1
Don't Wanna Know (feat. Di & Skibadee),SHY FX,Set It Off,spotify:track:5VcEmxmQwKobnYbRSe7bSq,2
Don't You Know Who I Think I Am?,Fall Out Boy,Infinity On High,spotify:track:3HOGZQbzokUiYHuWhxOBjx,10
Don't You Want Me - Purple Disco Machine Remix,The Human League,Don't You Want Me,spotify:track:3BTzwW4PLNDtREjesuYy03,1
Donna's Tale,Jazmine Sullivan,Heaux Tales,spotify:track:2qfIsd0DTlrqSskYrxMX4y,2
DONT WANT IT,Lil Nas X,MONTERO,spotify:track:4vsJWPwWPS27gRM4oLjBNO,23
Doomsday,MF DOOM,Operation: Doomsday (Complete),spotify:track:7lT1dCz96jANsLAAADlfIg,1
Door,I DONT KNOW HOW BUT THEY FOUND ME,RAZZMATAZZ,spotify:track:52xteRacI2AEA3UaPwTqAK,8
Doors,Mac Miller,GO:OD AM,spotify:track:0cDvVjiJ8iKCYcypWJ71ay,1
dorothea,Taylor Swift,evermore,spotify:track:66tOfHVH3aUrscg8vExRV4,1
DOTS FREESTYLE REMIX,JPEGMAFIA,All My Heroes Are Cornballs,spotify:track:6cvMj4aI5W6wVXUWkDbAIA,1
Double Negative (Skeleton Milkshake),Dominic Fike,What Could Possibly Go Wrong,spotify:track:7ACT6YaXbYvl7hRWEOOEHQ,10
Doug,Worn-Tin,Thanatophobia,spotify:track:2XZ3bL3ROk605SPpy6Dn9C,2
Down In A Hole (2022 Remaster),Alice In Chains,Dirt,spotify:track:7FRfYOql61DGDp9VPPe2qA,1
Downer,Nirvana,Bleach,spotify:track:0Coz1qPuvT860fwTCAFga2,1
Dracula,Bakar,Dracula,spotify:track:2AzUqFWxjLJjxLiAX71Qn1,2
Dragonball Durag,Thundercat,It Is What It Is,spotify:track:7eWGnKg4B44sbBPpQp4y2c,1
Dragonball Durag - Remix,Thundercat,Dragonball Durag (Remix),spotify:track:1PrVLmXkJjh2vEhmBEKLeM,1
Dreamdate Narcissist,Ariel Pink,Dedicated To Bobby Jameson,spotify:track:4trJWI0hx1lzfrOQRnRAds,1
Dreaming,Smallpools,LOVETAP!,spotify:track:6cMswWRv4lAU3mh5lclgCc,1
Dreams,Jolyon Petch,Dreams,spotify:track:2J3TcdKkdU42R9zWqWi6LJ,7
Dreams,King Gizzard & The Lizard Wizard,Butterfly 3000,spotify:track:23Gdeg8PHxK7YymMcuG0A2,7
Dreams - 2004 Remaster,Fleetwood Mac,Rumours,spotify:track:5TDZyWDfbQFQJabbPwImVY,2
Drive,Westkust,Westkust,spotify:track:2kQVXrIFKsHV18Irk0ukPv,2
drivers license,Olivia Rodrigo,SOUR,spotify:track:5wANPM4fQCJwkGd4rN57mH,1
Drop,The Pharcyde,Labcabincalifornia,spotify:track:7sT3O2PXs1o12XnCKlv204,1
Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,1
Drown,Chastity Belt,Chastity Belt,spotify:track:0PCliMoXQdi9mZSQHEUELo,2
Drunk I,Mannequin Pussy,Patience,spotify:track:0pIsDm8kCkZPiq3z2hGmd4,35
Drunk II,Mannequin Pussy,Patience,spotify:track:4j1OTpSF5ejqYPKwqHvlzM,57
Drunk Walk Home,Mitski,Bury Me At Makeout Creek,spotify:track:0r7UEhhOH1DJQYVPJ1NwOQ,1
dullscythe,Porter Robinson,Nurture,spotify:track:6ezauvJT4kX0UvmntXdGQr,2
Dum Diddly,Black Eyed Peas,Monkey Business,spotify:track:5tMxiGGWeZAXOz4Aag7q8Y,3
Dumb,Nirvana,In Utero,spotify:track:5gRcv46AMTrosmTOqrOV3Q,6
Dunno,Mac Miller,Swimming,spotify:track:3YnwIp2b99p3e5dsFTXIIx,1
Duo,Sam Gellaitry,Duo,spotify:track:0KbMjhlUH1xUGDgeIQzLsn,48
Dynasty,Rina Sawayama,SAWAYAMA,spotify:track:154gL4Xb5AsreMkcDlVFYS,15
Dysentery Gary,blink-182,Enema Of The State,spotify:track:0nGBoXoR5o9srQlP0BAZ1Y,2
E. Coli (feat. Earl Sweatshirt),The Alchemist,Bread,spotify:track:3GXSywNvYLAVUCtjMHkKDh,1
Earth Blues,Jimi Hendrix,"People, Hell & Angels",spotify:track:7aAholeRCIGZD1QhHYKDDq,1
Earthmover,Have A Nice Life,Deathconsciousness,spotify:track:77yGZRjuWfSzbDT0ROSSUG,1
Eat Shit,Remo Drive,Greatest Hits,spotify:track:3inFc9jIHqZbC3s3fJ5lxh,1
Echo for Camperdown Curio,Helado Negro,This Is How You Smile,spotify:track:2sEtFJYeMjKIEXxGlJqqW4,1
Echoes,The Rapture,Echoes,spotify:track:6ilylHfblTVdDvJtaAiE8U,2
Eclipse,Inner Wave,Underwater Pipe Dreams,spotify:track:34MR0NqiSFGSb9iq2nfIFd,3
Eclipse,本田みちよ,FINAL FANTASY XIII-2 Original Soundtrack,spotify:track:5DbOAP7URAdtBouxkPQM9D,3
Eclipse - Aggressive Mix,本田みちよ,FINAL FANTASY XIII-2 Original Soundtrack,spotify:track:01wrJPgqhmKZZ6BtfQEord,1
EdEddnEddy,JID,The Never Story,spotify:track:4vmqU3xlzuhxtaeXrtAX1F,2
El Mañana,Gorillaz,Demon Days,spotify:track:0dcMqjeDpwqB2xhzMsld0p,1
Elderly Woman Behind the Counter in a Small Town - Remastered,Pearl Jam,Vs.,spotify:track:5lHgBqh9VwAAzQma55gHRY,1
Electric Feel,Turbowolf,Turbowolf,spotify:track:24v0Y9tlf0Gdx0n8yXDoKB,2
Electric Feel,MGMT,Oracular Spectacular,spotify:track:3FtYbEfBqAlGO46NUDQSAt,2
Elegy of the Dynast,Yoshihisa Hirano,HUNTER×HUNTER セレクト×ベスト×α,spotify:track:5M6ilhuxUWT0MVLWjucgGy,3
Elevator,Water Trash,Water Trash,spotify:track:6rXKMmqqquY6TH1muZTiN5,1
Elevator Operator,Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit",spotify:track:2TU2AKfHgZhyTrXhdToRfZ,1
Ellen (A Song About a Book),Short Fictions,The Heart Is a Kaleidoscope,spotify:track:6a2wsqv9m2W0uUgprL91f7,3
EM17_Demon,Shiro SAGISU,Evangelion: 1.0 You Are (Not) Alone (Original Soundtrack Album),spotify:track:69olX1pHnYoVcTSLSxCF68,6
EM21_Demon,Shiro SAGISU,Evangelion: 1.0 You Are (Not) Alone (Original Soundtrack Album),spotify:track:5FmFqF9KTQFcGyCFKMqxNr,4
Emotional High,Mannequin Pussy,Romantic,spotify:track:4kVM3r5F8eL0D4zzh0t8UM,81
Emperor's New Clothes,Panic! At The Disco,Death of a Bachelor,spotify:track:3px2rAPu74ltbkf9eZsZ8h,6
Empire Ants (feat. Little Dragon),Gorillaz,Plastic Beach,spotify:track:3a6PN6BRB8PP3ms48s7kU1,1
Enchanted,Flying Lotus,Yasuke,spotify:track:3yGYx7rpYTp4BQlrPQ34sM,10
Ending Song - The Promise of the World - Merry-Go-Round of Life,Chieko Baisho,Howl's Moving Castle Soundtrack,spotify:track:5AVUsyKKPhYJItIVeEqw2E,2
Ending Theme,Nobuo Uematsu,FINAL FANTASY X Original Soundtrack,spotify:track:5UkccMx1Y0ExLemNixIwSD,1
Endorphin,Burial,Untrue,spotify:track:5OUS5U8g7XWEwBGoPkL7aD,1
Enemy Attack,仲野順也,FINAL FANTASY X Original Soundtrack,spotify:track:7oQxntBpX9Fh6kO8njQpke,9
enough for you,Olivia Rodrigo,SOUR,spotify:track:2TOzTqQXNmR2zDJXihjZ2e,2
Epitaph,Hippo Campus,Landmark,spotify:track:3aVWHs31RqqKpuZcPvdKeq,2
Escapade,Janet Jackson,Rhythm Nation 1814,spotify:track:5HAv1Ckfe50DUjv8ghwTrz,35
Escape,Joe Hisaishi,Howl's Moving Castle Soundtrack,spotify:track:1qgFFrvBBFFYEUGuTG8yfo,3
Escape From LA,The Weeknd,After Hours,spotify:track:1sOW4PuG5X3Ie3EXUhAopJ,2
Etched Headplate,Burial,Untrue,spotify:track:44pmghQZFU82aF3q2art5B,1
Eternal War,Masashi Hamauzu,FINAL FANTASY XIII-2 Original Soundtrack,spotify:track:4GbKhGW7d0Ws0i5kxku93w,2
Etro's Champion,Masashi Hamauzu,FINAL FANTASY XIII-2 Original Soundtrack,spotify:track:0UnLSoBCuWmXispMXLORUk,2
EVA-00,Shiro SAGISU,NEON GENESIS EVANGELION (Original Series Soundtrack),spotify:track:1U3RV0bgVbck7Gx957hGmA,1
EVA-01,Shiro SAGISU,NEON GENESIS EVANGELION (Original Series Soundtrack),spotify:track:51B1Qv4xGNsiQlXXKmPdgh,1
EVA-02,Shiro SAGISU,NEON GENESIS EVANGELION (Original Series Soundtrack),spotify:track:5MdnfdvcaFJ4GjMhcNGCgA,1
Even Flow,Pearl Jam,Ten,spotify:track:6QewNVIDKdSl8Y3ycuHIei,1
Evening at the Fireworks,Joe Hisaishi,Princess Mononoke Soundtrack,spotify:track:3aQRPjDTTUfZNA5ThFrRu7,4
Eventually,Tame Impala,Currents,spotify:track:5M4yti0QxgqJieUYaEXcpw,1
Everlong,Foo Fighters,The Colour And The Shape,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,1
Every 1's a Winner,Ty Segall,Freedom's Goblin,spotify:track:1bShWI36VQ686EHVo3uxS3,1
Every Breath You Take,The Police,Synchronicity,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,2
Every Little Thing She Does Is Magic,The Police,Ghost In The Machine,spotify:track:44aTAUBF0g6sMkMNE8I5kd,5
Every Planet We Reach Is Dead,Gorillaz,Demon Days,spotify:track:2pw9RZWZibttZzoFhwjuy6,1
Everybody Dies,Logic,Everybody Dies,spotify:track:5SLhbyOJgcKGTDNWaQN91M,1
Everybody's Fool,Evanescence,Fallen,spotify:track:0tWEB6BxbI48XN79QE1JbT,22
Everyday,Ariana Grande,Dangerous Woman,spotify:track:4RJTTrZqPFWaWACVXHkvjw,1
Everyday I Love You Less and Less,Kaiser Chiefs,Employment,spotify:track:7IdfMBufDn3yf2JhS3a5w0,1
Everything,Mannequin Pussy,Romantic,spotify:track:0DgcjQMCrKwjasIe1ktvBK,9
everytime,Ariana Grande,Sweetener,spotify:track:0WdR2AyLW1Drd3OUdwezM0,1
Everytime,boy pablo,Roy Pablo,spotify:track:4zvHZWOGyL7WcmqHOgtGCW,3
Everywhere,Cranes,Forever (Expanded Edition),spotify:track:6sqVAbU5ghe076ecYhImXG,2
Evil Death Roll,King Gizzard & The Lizard Wizard,Nonagon Infinity,spotify:track:2Kiv3DbBrjDx6V7pt02ABg,3
Excuses,Shakey Graves,Can't Wake Up,spotify:track:0juh47aT0MNxGRsxuIogn9,10
Exile On Frog Street,Ariel Pink,pom pom,spotify:track:6TAnolI4V2jpMRbsnvChDk,1
Eye,Madvillain,Madvillainy,spotify:track:7BQWkQjZ4RmzCehucHJmt3,4
Eyes of Etro,Naoshi Mizuta,FINAL FANTASY XIII-2 Original Soundtrack,spotify:track:1xB1HW6KeVc9Qczffu9c9g,1
Eyes on Fire,Blue Foundation,Life Of A Ghost,spotify:track:3XHrTm6WE2BOHafLwTT3GR,96
f a m e,Jeff Rosenstock,NO DREAM,spotify:track:5dXSID8Lp0Xsifn2d1yQ3S,6
F.U.C.A.W.,Mannequin Pussy,Patience,spotify:track:48kxuz4mbDd6akKMgrZXS1,90
F**K You,WILLOW,lately I feel EVERYTHING,spotify:track:6Q490PZZqDv56UhJMsHNW8,16
Face Down,The Red Jumpsuit Apparatus,Don't You Fake It,spotify:track:4wzjNqjKAKDU82e8uMhzmr,3
Face off,Masashi Hamauzu,FINAL FANTASY X Original Soundtrack,spotify:track:2dNrI4UYM73OYLXkeKZpx5,6
Face to Face,Daft Punk,Discovery,spotify:track:7v9Q0dAb9t7h8gJOkcJHay,3
FaceTime with my Mom (Tonight),Bo Burnham,Inside (The Songs),spotify:track:2vA6RftF4o7N95ifeRyJ2z,3
Faded - Lucas Estrada Remix,Izzy Bizu,Faded,spotify:track:1CCavbHsTC5559nIU3m4yE,1
Fading,Gulfer,Dog Bless,spotify:track:6Fha7fIy1BdKclievTIuKE,8
Fairweather Friends,Queens of the Stone Age,...Like Clockwork,spotify:track:7dRiIhfHt7ekt4tAnJl8Bi,2
Faith,The Weeknd,After Hours,spotify:track:3orEOtd8CPL8GFlpRpKuoE,2
fake smile,Ariana Grande,"thank u, next",spotify:track:3wFLWP0FcIqHK1wb1CPthQ,2
Fall Down,Crumb,Jinx,spotify:track:0H2zA6m04MUsu4mX2KecNr,1
Fall in Love (feat. Ciscero),GoldLink,Fall in Love (feat. Ciscero),spotify:track:2RISD4aJrioDB54exm5WWM,1
Falling Asleep,Dominic Fike,"Don't Forget About Me, Demos",spotify:track:4Q09JEsHAZhHOIPTqDGeB2,4
Falling Down - Bonus Track,Lil Peep,"Come Over When You're Sober, Pt. 2",spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,2
Falling for U,Peachy!,Falling for U,spotify:track:2xhGZ3WzOa3tir28y7Cb88,2
Falling in Love Again,Joyce Manor,Never Hungover Again,spotify:track:2M0IWOmIi079R1MaPVlOW3,7
Fame < Infamy,Fall Out Boy,Infinity On High,spotify:track:0EwfAdBab8DRcDCC1RKhMY,3
Family,Joe Hisaishi,Howl's Moving Castle Soundtrack,spotify:track:6bq346LlB6VC8P9JQ164Ue,3
Family Tree,Black Lips,Arabia Mountain,spotify:track:6qYtYLeDKP6SrOHN848veR,1
Famous Last Words,My Chemical Romance,The Black Parade,spotify:track:2d6m2F4I7wCuAKtSsdhh83,60
Fancy Clown,Madvillain,Madvillainy,spotify:track:1YgDGKyKhFlimPw3mLavPG,4
"Far Away (feat. Kirk Knight, Meechy Darko, Erick The Architect & Nyck Caution)",Beast Coast,Escape From New York,spotify:track:10nbIPV2SRLqEjIpvS8CVb,1
Far Behind,Candlebox,Candlebox,spotify:track:3mhOmh4tRKsMfnRmgZfeBm,1
Father Of Mine,Everclear,So Much For The Afterglow,spotify:track:2hx4ptqsE8dboLH3NCLmaN,1
favorite crime,Olivia Rodrigo,SOUR,spotify:track:5JCoSi02qi3jJeHdZXMmR8,1
Fazers,King Geedorah,Take Me To Your Leader,spotify:track:1R28m5eWk1EV9FQ3puWrUp,1
Fcking Drones,The Vernes,The Vernes: Early Recordings,spotify:track:3ft4v48bHLFTuJBUSs0Kmv,2
Fear/+/Desire,Mannequin Pussy,Patience,spotify:track:6ICtYhjPU0GFkR1jZk5UrN,48
February,Beach Bunny,Crybaby,spotify:track:1PkZlo4ZINrcGCFZGaN9ts,2
feel,eevee,ep seeds,spotify:track:1PLUHhDbSiVHRImD3gAg2s,1
Feel,Ty Segall,Manipulator,spotify:track:15twZc5JNNAvg7Y49tuY0w,6
Feel Good Inc.,Gorillaz,Demon Days,spotify:track:0d28khcov6AiegSCpG5TuT,3
Feel It,Black Eyed Peas,Monkey Business,spotify:track:6nSj7iohoHcJZtO5jzNUBc,3
Feel No Ways,Drake,Views,spotify:track:3cjF2OFRmip8spwZYQRKxP,1
Fell On Black Days,Soundgarden,Superunknown,spotify:track:1wlKw9NAWVWpx7OIAyg9EA,1
Festival Song,Jeff Rosenstock,WORRY.,spotify:track:1omgBwc48P8QBPaXkxIX1k,10
Figaro,Madvillain,Madvillainy,spotify:track:7oFiFPltiQTBqVutyiSwvE,6
Fight With Seymour,Nobuo Uematsu,FINAL FANTASY X Original Soundtrack,spotify:track:5gzre3UAggakT1LBdmJLSk,1
Fighting Without Honor,Flying Lotus,Yasuke,spotify:track:3rk6aL1eVOlPIvc9obr6hL,14
Figure It Out,Royal Blood,Royal Blood,spotify:track:6tPUSaejY2IMpBPFfQqjKd,15
Final Battle,Masashi Hamauzu,FINAL FANTASY X Original Soundtrack,spotify:track:14RwaDTnlcaK0zZGcVhiy6,1
FINAL FANTASY XIII-2 - The Future -,Masashi Hamauzu,FINAL FANTASY XIII-2 Original Soundtrack,spotify:track:6oY7MNatqHCpXIoZ6dEmVc,1
FINAL FANTASY XIII-2 - Wishes -,Masashi Hamauzu,FINAL FANTASY XIII-2 Original Soundtrack,spotify:track:50BlgWI61TOVUE1Pc37yKm,2
FINAL FANTASY XIII-2 Overture,Masashi Hamauzu,FINAL FANTASY XIII-2 Original Soundtrack,spotify:track:6jsIxY38Yo7xDtv1yY5ALf,2
"Fine, Great",Modern Baseball,You're Gonna Miss It All,spotify:track:2Xk6iLK0Ds5BPzyfT4yiDV,6
"Fine, Great",Modern Baseball,You're Gonna Miss It All,spotify:track:3zb6SWbtSON0DGs7xPibeY,6
Finger,Ty Segall,Melted,spotify:track:1osYkIYegkLLnPutvItBta,13
Fingers,Lil Peep,"Come Over When You're Sober, Pt. 2",spotify:track:3GGkqI7lQTP1D6CtymwnHZ,43
Fingers,It Looks Sad.,It Looks Sad.,spotify:track:0nw959PgfwNAa52eMkGo02,43
Fire,Kasabian,West Ryder Pauper Lunatic Asylum,spotify:track:0Ln5tJyLX5qusquBOtq7wf,24
Fire,Sleeping With Sirens,Let's Cheers To This,spotify:track:769WTLxwfDPbQWl6FzXQ2h,24
Fire,Jimi Hendrix,Are You Experienced,spotify:track:5LI7PoHEolR8plrf3I16sq,24
Fire And The Thud,Arctic Monkeys,Humbug,spotify:track:0NRKxPwH8VdG3Se5YWPqF7,13
Fire Coming out of the Monkey's Head,Gorillaz,Demon Days,spotify:track:1S9tfxdFr4TqoqA14gnKj3,1
Fireside,Arctic Monkeys,AM,spotify:track:4atMrAadB7dS8xn9vfk9PQ,5
First It Giveth,Queens of the Stone Age,Songs For The Deaf,spotify:track:5yprGKAwV1GSJSiATa50Ni,13
First Responders,Terrace Martin,Dinner Party,spotify:track:1ux778Ljln0QEitz2fB4PH,1
Flaming Hot Cheetos,Clairo,Flaming Hot Cheetos,spotify:track:1F6IbA7di42uPc3cff8PXV,1
Flash Delirium,MGMT,Congratulations,spotify:track:5esEbMt6LHtiha7cqsGdO7,1
Flaw,Soccer Mommy,Clean,spotify:track:6v2vehvBT9iLGSsHfSiESi,1
Flawless,The Neighbourhood,I Love You.,spotify:track:2Kt1XplPBQBsDKQDa6TssB,1
Fleer Ultra,Thundercat,The Golden Age of Apocalypse,spotify:track:3hxjzvH4fEgHHvPzZAG1ET,1
Flight 22,Kali Uchis,Isolation,spotify:track:3iv26BUAWSn83q8rhGKPE8,3
"Flightless Bird, American Mouth",Iron & Wine,The Shepherd's Dog,spotify:track:1fEGtTZjrjJW8eUeewnNJR,1
Float On,Modest Mouse,Good News For People Who Love Bad News,spotify:track:2lwwrWVKdf3LR9lbbhnr6R,1
Florida,Dominic Fike,What Could Possibly Go Wrong,spotify:track:4N6jSDQb5PaR9d1IYM2aBz,6
Flowers,The Deli,Vibes 3,spotify:track:6ugrRFZUNIpLiqhLUgC7ix,1
Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,spotify:track:7e8utCy2JlSB8dRHKi49xM,2
Fly,Sleeping With Sirens,Madness,spotify:track:78v4gq9OnRtbA6VqjLjnFc,2
FLY ME TO THE MOON - Instrumental Version,Shiro SAGISU,NEON GENESIS EVANGELION (Original Series Soundtrack),spotify:track:3zps4SaJAdV3N65K1K1gdh,1
FLY ME TO THE MOON - YOKO TAKAHASHI Acid Bossa Version,Shiro SAGISU,NEON GENESIS EVANGELION (Original Series Soundtrack),spotify:track:3ia8uKWZIDLp8hKm18zuNS,3
Flying Delivery Service,Joe Hisaishi,Kiki's Delivery Service Soundtrack Music Collection,spotify:track:3MPUvSjRBBnU2nLOyv2Viv,2
Folkin' Around,Panic! At The Disco,Pretty. Odd.,spotify:track:7bNQvH1gTydxfIetHX3WGC,5
Follow Me,Sam Feldt,Follow Me,spotify:track:2Xy1UIVfOlukyye6Fd0wrI,1
Fool,Fitz and The Tantrums,Fitz and The Tantrums,spotify:track:7rt7ywY9yekwaYXk2Zt4Q5,1
Fools Fold Their Hands (Grievous Evils Under the Sun),Meatbodies,Alice,spotify:track:18wml3cy48WGQUkBgUD0iy,1
Foot Of Your Bed,Shakey Graves,Can't Wake Up,spotify:track:2UaNxWC8ZjkLuiJMlC3sEu,2
Footprints,potsu,Reaching For a Star,spotify:track:5SjuhB6oV3RgDBrYTX56UM,1
Footwork in a Forest Fire,Injury Reserve,By the Time I Get to Phoenix,spotify:track:6oCoAoJCIvU3YAHzYSXy2p,1
"For Always, Forever",Every Avenue,Picture Perfect,spotify:track:55BnOdRM23G3nmvcn5Tctz,2
For Love,Lush,For Love,spotify:track:0m7HutGQErqX8rx2ndeDen,1
For You,Tobias Jesso Jr.,Goon,spotify:track:3rDlVOTk7x6fpoPZgA3Bmo,1
Foreign Car,Kelsey Lu,Blood,spotify:track:4Cw9dVBeODFRbi7JoZIk95,2
Forever (Sailing),Snail Mail,Valentine,spotify:track:3r9oTks9lv5HvT5ABzxsNc,2
Forever Always,Peter CottonTale,CATCH,spotify:track:1bFeQVE1JjJFLH3HrGIU3Y,1
Forever In My Life - 2020 Remaster,Prince,Sign O' The Times,spotify:track:6v30GI4Hf68C3IRsPbCgPc,1
Forgive Me,Chloe x Halle,Ungodly Hour,spotify:track:0qU3XhIH9xczYPUWV6OopS,1
Forgotten,Linkin Park,Hybrid Theory,spotify:track:7kxM3UJwN6rHAW5kwdlAHK,5
Formed a Band,Art Brut,Bang Bang Rock & Roll,spotify:track:2xbbSGG1gmurW5jncFgeZ5,1
FOUR,DAISY,HAVE A SNACK,spotify:track:0Xz65jjgnMfgzZBgACIpAo,1
Four Corners and Two Sides,Sleeping With Sirens,Let's Cheers To This,spotify:track:1rsVSY6B7Q7ZQso9018tRs,25
Four Out Of Five,Arctic Monkeys,Tranquility Base Hotel & Casino,spotify:track:3nhzPKCm2yqGmgEhdAg19u,5
Four Out Of Five - Live,Arctic Monkeys,Live at the Royal Albert Hall,spotify:track:5dthj0uH1DJAbxC6B9n4Co,1
Four Shadows,Ariel Pink,pom pom,spotify:track:0gDyQZWzSMw7lfuOatzZwq,1
Foxey Lady,Jimi Hendrix,Are You Experienced,spotify:track:23MrkN7g6Q5U7GLIxNHN1B,5
Foxtrot Uniform Charlie Kilo,Bloodhound Gang,Hefty Fine,spotify:track:6uGQKWdjmKvgH1QdDCcM8N,1
Freak (feat. REI AMI),Sub Urban,Thrill Seeker,spotify:track:5jkbw3FDS3bSSb4oLKYbjf,3
Freak Like Me,Caroline Rose,Superstar,spotify:track:1JSFJDPv6vCGETnNzDHGJr,1
Freakin' U Out,Antarctigo Vespucci,Love in the Time of E-Mail,spotify:track:38ynReeLb2uYOQ7P9DzYEV,2
Freazy,Wolf Alice,My Love Is Cool,spotify:track:19WfbfP4sZEk44d4KZtHPx,1
Free Animal,Death From Above 1979,Is 4 Lovers,spotify:track:0UmScEMluLGuSdFVsKep0C,16
Free at Last,PUP,Morbid Stuff,spotify:track:5fJ7aCs7V78bU3FEnBSYWs,4
free dumb,illuminati hotties,FREE I.H: This Is Not the One You've Been Waiting For,spotify:track:2wjfvPoI4zOvOnk470D8YO,7
free ppls,illuminati hotties,FREE I.H: This Is Not the One You've Been Waiting For,spotify:track:2JBYNnWEWy8blOlo2oD6hx,9
Free The Frail,JPEGMAFIA,All My Heroes Are Cornballs,spotify:track:5r7OKhOQl2vM8SZnCXSQk1,4
free4all,illuminati hotties,FREE I.H: This Is Not the One You've Been Waiting For,spotify:track:4ygRq1eLCOqR7T729J9ajJ,3
freequent letdown,illuminati hotties,FREE I.H: This Is Not the One You've Been Waiting For,spotify:track:2JNIe0RqB8517vfOjfyPrm,7
Freeze Me,Death From Above 1979,Outrage! Is Now,spotify:track:50jXnyrzW4mcBBqFTMEoAC,30
Freeze Tag (feat. Phoelix),Terrace Martin,Dinner Party,spotify:track:47v4uUtj5AukJmCbMq4Kry,1
French Radio,Swirlies,They Spent Their Wild Youthful Days In The Glittering World Of The Salons,spotify:track:2DFY5xoMUyUMColK7xaRi8,2
Friday I'm in Love,The Cure,Wish,spotify:track:263aNAQCeFSWipk896byo6,1
Friend Zone,Thundercat,Drunk,spotify:track:1QqJP4E1i6EaocGqa9jxIn,1
Friends - Remaster,Led Zeppelin,Led Zeppelin III,spotify:track:7jP44G0vKQLkfJ3x19pqPn,14
Frisky,Sly & The Family Stone,Fresh,spotify:track:3CG5a5vgvGdsoTlEHNMMc2,1
From a Mountain in the Middle of the Cabins,Panic! At The Disco,Pretty. Odd.,spotify:track:2x8Ljij15QYLZMwYZWwiLH,4
From My Heart and My Soul (feat. Phoelix),Terrace Martin,Dinner Party,spotify:track:3Czw867MbvBiyEd1QCvjmq,1
From The Gallows,I DONT KNOW HOW BUT THEY FOUND ME,RAZZMATAZZ,spotify:track:2n6Q4EEnQGhqikpO8bNAtD,36
