track,artist,album,uri,times_played
Back Stabbin' Betty,Cage The Elephant,Cage The Elephant,spotify:track:4TWdNyHPYA1z5sfaL8XKuU,4
Backyard Animals,Max Elto,Taped Rai EP,spotify:track:3QRVFUW7NQpWyRBxgRQ6k2,1
Bad Blood,Bastille,All This Bad Blood,spotify:track:04D2wKcN9ju5IY06nwV24m,2
Bad Dreams,Phantogram,Voices,spotify:track:4AEX3oWCqLrclYTjLyRW3n,3
Bad Girls,M.I.A.,Bad Girls,spotify:track:5G6aQWH215hCxdhfCqI7XB,3
Bad Habit,The Kooks,Listen,spotify:track:3huV7eiNpaQlCB3LbZi9bB,2
Bad Kids,Black Lips,Good Bad Not Evil,spotify:track:4gtYcRqRgIiyjdE8cMswu5,1
Bad Kingdom,Moderat,II,spotify:track:52sUt1HsFxScRUbOxnBQRP,1
Bad Woman,Arctic Monkeys,Teddy Picker,spotify:track:3GOeq5Q7BpAhSqh8GQz0ak,10
Balaclava,Arctic Monkeys,Favourite Worst Nightmare,spotify:track:11DdPGqDsM3ux1gVAqUIln,50
Balloons,Foals,Antidotes,spotify:track:0z2LSQN9oPG7IQqOcYyxTA,1
Bamako City,Malian Musicians,Mali Music,spotify:track:26vsIw1eCsU4aGLZOZb4Qv,1
"Band Introductions - Live At The Beacon Theatre, New York / 2006",The Rolling Stones,Shine A Light,spotify:track:1fLXStF7DtpYWFkm9H4LCr,1
Bang Bang - My Baby Shot Me Down,Nancy Sinatra,Kill Bill Vol. 1 Original Soundtrack,spotify:track:1s2I9Q7zAE78m7aVZOq3ug,1
Bang On,The Breeders,Mountain Battles,spotify:track:2E6kpIqQ0c7sh4G7kAjpKA,2
Bang Pop,Free Energy,Stuck On Nothing,spotify:track:7mb6bXx6FpyZxd37Ldz37q,1
Bang The Doldrums,Fall Out Boy,Infinity On High,spotify:track:1Fvf8AO4GWwjLU12Im0s0q,1
Bangarang (feat. Sirah),Skrillex,Bangarang EP,spotify:track:6VRhkROS2SZHGlp0pxndbJ,1
Bankrobber,The Clash,Hits Back,spotify:track:6gSDSkAJ3vuSINvcroq1Vn,1
Barracuda,Fergie,Shrek The Third,spotify:track:7wA9e5HZorUS73wj0TnZ7L,1
Basic Space,The xx,xx,spotify:track:4ORbUYpR6MDsJYTHh3xBWH,1
Basket Case,Green Day,Dookie,spotify:track:6L89mwZXSOwYl76YXfX13s,7
Bass Battle,Justin Meldal-Johnsen,Scott Pilgrim Vs. The World,spotify:track:6xW4UuGBg1mb7BYhBlnb2A,1
Bassically,Tei Shi,Bassically,spotify:track:6Nt2Su1bBdVcmxSDQO9peo,2
Batdance,Prince,Batman,spotify:track:4DbUk1qwcz9KKcUY4t8f8u,2
Bathroom Sound - Track - No Vocal,Led Zeppelin,Led Zeppelin III,spotify:track:3QtvRZRFvXokE3FXmTwZxH,1
"Be Our Guest - From ""Beauty And The Beast"" Soundtrack",Angela Lansbury,Disney's Greatest Volume 2,spotify:track:0QXMY9Iefhyh3KRNbOwTJx,1
Beast Of Burden - Remastered 1994,The Rolling Stones,Some Girls,spotify:track:77oU2rjC5XbjQfNe3bD6so,1
Beat It,Fall Out Boy,Believers Never Die - Greatest Hits,spotify:track:4OMsAnt8JSBctSJQIMNAy1,13
Beat on the Brat - 2001 Remastered Version,Ramones,Ramones,spotify:track:3HVUvLe8yJ4WXLNMmfuisL,2
Beat The Devil's Tattoo,Black Rebel Motorcycle Club,Beat the Devil's Tattoo,spotify:track:466LASOuTbWDkrwZ3Ylxvv,25
Beautiful Day,Joshua Radin,Wax Wings,spotify:track:1aMvViuAn7i8gRapm8C0p8,1
Beautiful Girl,William Fitzsimmons,Beautiful Girl,spotify:track:20uM0XClhB6PYrlFrZSMsG,1
"Becoming one of ""The People"" Becoming one with Neytiri",James Horner,AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,spotify:track:1UBd7aWHZCz8yirI9KCvAU,1
"Beethoven: Symphony No. 6 in F Major, Op. 68 ""Pastoral"": IV. Gewitter. Sturm. Allegro -",Ludwig van Beethoven,"Beethoven: Symphony No. 6 ""Pastoral""",spotify:track:2pOR6p3xnfKv2cNe3DqCVl,1
Behind Blue Eyes,The Who,Thirty Years Of Maximum R&B,spotify:track:6jlxHfuLLletD7RYfqHJwI,1
Bennie And The Jets - Remastered 2014,Elton John,Goodbye Yellow Brick Road,spotify:track:3iJxloILmOu2NIRZ0OGyui,1
Berlin,RY X,Berlin EP,spotify:track:123W7snVRuONLwn2uMdJB3,1
Best Friend,Foster The People,Supermodel,spotify:track:7tvOve5IkjYenvqScZ75iQ,6
Better,Regina Spektor,Begin to Hope,spotify:track:7IUBNrgkUH8XzlEWTOb1Qc,1
Bewitched - 2008 Remastered,Frank Sinatra,Nothing But The Best,spotify:track:5b5J6vXXLiZWO88E8JwetX,1
Bicycle Race - 1991 Bonus Remix,Queen,Jazz,spotify:track:1dyBlnbit81JXdW8oYSMer,9
Bicycle Race - Remastered 2011,Queen,Jazz,spotify:track:3lUx27TOwV2nAiKwnYYXxe,5
Bicycle Race - Remastered 2011,Queen,Queen 40 Limited Edition Collector's Box Set Vol. 2,spotify:track:738feLx0ipsfJUMaBn9Xz1,5
Bigger Boys and Stolen Sweethearts,Arctic Monkeys,I Bet You Look Good On The Dance Floor,spotify:track:5XQ5HMz0cB9c1zg51Rz49a,12
Bijou - 2011 Remaster,Queen,Forever,spotify:track:1MA8IYJiitppMrPAabI7am,1
Bilgewater,Brown Bird,Salt For Salt,spotify:track:05wB0mSpDASexc98oKZCOw,1
Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,spotify:track:5ChkMS8OtdzJeqyybCc9R5,1
Birth In Reverse,St. Vincent,St. Vincent,spotify:track:31WoNmfwgisR09Xo3siDjc,11
Birthday in Los Angeles,The Maine,Forever Halloween (Deluxe Version),spotify:track:1wjMtVZ5BJOqg27DiPe5Bw,1
Biting Down,Lorde,The Love Club EP,spotify:track:5vusuI7vyDsU4BDvHtJkT6,3
Biting Down,Lorde,Pure Heroine,spotify:track:45UvXCltvMpEPNLGzG0NYk,3
Bitter Sweet Symphony,The Verve,Urban Hymns,spotify:track:5yEPxDjbbzUzyauGtnmVEC,1
Black Country Woman - 1993 Remaster,Led Zeppelin,Physical Graffiti,spotify:track:7kMMTfdIkDJpmrkxBlVwEf,24
Black Dog - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,spotify:track:0NSeXLBOh16zjbENkAu0P6,25
Black Dog - 2007 Remastered Version Single/,Led Zeppelin,Mothership,spotify:track:1VKWW13XSmbJs0fN0SvbwZ,31
Black Dog - Basic Track with Guitar Overdubs,Led Zeppelin,Led Zeppelin IV,spotify:track:59Zl5fFDhkGhFv0TGeyqbv,2
"Black Dog - Live: O2 Arena, London - December 10, 2007",Led Zeppelin,Celebration Day,spotify:track:5xAWsRDWBaEv0aFsAAqJBD,4
Black Dog - Remaster,Led Zeppelin,Led Zeppelin IV,spotify:track:0D58ERdLBDRgT86BPnH8ps,4
Black Dog - Remaster,Led Zeppelin,Led Zeppelin IV,spotify:track:3qT4bUD1MaWpGrTwcvguhb,4
Black Door,The Black Keys,Magic Potion,spotify:track:4Itg0GtVXzHPK48JkKRkmH,4
Black Hole Sun,Soundgarden,Superunknown,spotify:track:67ZyR9O1xkr9p91Vmews3V,1
Black Mountain Side - 1993 Remaster,Led Zeppelin,Led Zeppelin,spotify:track:6rmEV2YtvWkigxPZocINO3,4
Black Mud,The Black Keys,Brothers,spotify:track:2y42MmBCfEhqIkFAJs0V8Z,4
Black Out Days,Phantogram,Voices,spotify:track:2IWtloZYQDcP8Ashwx8QEF,2
Black Sheep,Metric,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),spotify:track:1CBQ8XGwcu7BcsT8iByvwE,3
Black Treacle,Arctic Monkeys,Suck It and See,spotify:track:7qy89JB2o81ENnypnN0JjY,45
Black Treacle,Arctic Monkeys,Black Treacle,spotify:track:17fPIeGJ6y2ZwCwp9arLfZ,45
Black Water,Apparat,The Devil's Walk,spotify:track:1YSUFg16VlnMiACHCgKPe8,1
Black Widow Kicks Ass,John Debney,Original Motion Picture Score Iron Man 2,spotify:track:7jXzXQ17gPavpq05f2KDK6,1
Blackmail,The Runaways,The Best Of The Runaways,spotify:track:64DSQBuHtjfwvgURz1pmgK,1
Blank Generation,Richard Hell,Blank Generation,spotify:track:7wLBPjReJhdkFtrGHgUcxG,1
Bleecker Street,Simon & Garfunkel,The Essential Simon & Garfunkel,spotify:track:0yuUr0qns0RstIJ5IQ60Hl,1
Bleeding Heart,Jimi Hendrix,Blues,spotify:track:5vaBrNtOzDvcHmcpv52A3x,12
Bleeding Heart,Jimi Hendrix,Valleys Of Neptune,spotify:track:4isFzUilVfG2VW038Q4qn1,12
Bleeding Heart,Jimi Hendrix,"People, Hell & Angels",spotify:track:5QytK3mFNMckdsgVdCv5Lf,12
Bless This Morning Year,Helios,Eingya,spotify:track:6knzYloG0x3MroAhnLVLGe,1
Blew My Mind,Dresses,Sun Shy,spotify:track:2EQG1cpkxblYWrnVPkudMH,1
Blind Faith,Chase & Status,No More Idols,spotify:track:04OxTCLGgDKfO0MMA2lcxv,1
Blind Willie McTell - Studio Outtake - 1983,Bob Dylan,The Bootleg Series Volumes 1-3 (Rare And Unreleased) 1961-1991,spotify:track:1pJdqFpw52UQpItDRMoca3,1
Blitzkrieg Bop,Ramones,It's Alive,spotify:track:68YFOeWusWCFxK4TSYZZBU,1
Blitzkrieg Bop - 2001 Remastered Version,Ramones,Ramones,spotify:track:33iQW2OneB0oNh2NfrAzqW,3
Blood - End Credits,My Chemical Romance,The Black Parade Is Dead!,spotify:track:0Kt9sF46S7DFKrQOsXqidV,26
Blood - Hidden Track,My Chemical Romance,The Black Parade,spotify:track:0F62FldUtsnSLz26VpajXW,46
Blood - Hidden Track,My Chemical Romance,The Black Parade,spotify:track:1rNSLiEFpAF4amVhkzfTUG,46
Blood Bank,Bon Iver,Blood Bank,spotify:track:7qUoDTmVj07qUf6ZBDhWKl,1
Blood Gets Thin,Pete And The Pirates,One Thousand Pictures,spotify:track:5lfzvg1zFe5Djs1JA2zdAO,1
Blood In The Water,Original Cast Recording,Legally Blonde,spotify:track:2RVei4MAwAu0qCQiECU7FC,2
Blood Like Lemonade,Morcheeba,Blood Like Lemonade,spotify:track:2LqtkG5PqlXdl9SgtIleYO,1
Blood Theme Redux,Daniel Licht,Dexter - Season 2/3 (Original Score From The Showtime Original Series),spotify:track:3jBcyv4IkTbkQp9FRiJHMz,2
"Bloodflood, Pt. II",alt-J,This Is All Yours,spotify:track:3TY8GltNNtMpDS3YY6tJqo,1
Bloodlust,KillSonik,UKF Dubstep 2012,spotify:track:7uDAJSuogDal1gTqdNnRpp,1
Bloodstream,Ed Sheeran,x,spotify:track:5v4sZRuvWDcisoOk1PFv6T,11
Blue Jean - 1999 Remaster,David Bowie,Best of Bowie,spotify:track:6eRn0tGvaX9Eo7cUzgijf9,2
Blue Jeans,Lana Del Rey,Born To Die - The Paradise Edition,spotify:track:2lFTzUnuGaWlWHJQokjRyb,1
Blue Meanies,Opossom,Electric Hawaii,spotify:track:3l8R5cWibB5PQHRiNrWwLu,1
Blue Moon - 1999 Remastered,Frank Sinatra,Sinatra's Swingin' Session!!! And More,spotify:track:5RLzsVW6UNiV2YrOlKwzNN,4
Blue Orchid,The White Stripes,Get Behind Me Satan,spotify:track:1JJJQYklfk5ayxyYQgD5FO,9
Bobby in Phoenix (feat. Bobby Womack),Gorillaz,The Fall,spotify:track:0NJUPC1tmil2ZlchstDww3,1
Body Movin',Beastie Boys,Hello Nasty,spotify:track:4bag31ZolrskT7TnWSBToU,4
Body Movin' - Fatboy Slim Remix/Remastered 2009,Beastie Boys,Hello Nasty,spotify:track:3ZQqzOCuHqJQqqEH8KB282,5
Body Movin' - Kut Masta Kurt Remix/Remastered 2009,Beastie Boys,Hello Nasty,spotify:track:2tRzXpQnfPBtnCzJ6wCzoi,1
Body Movin' - Remastered 2009,Beastie Boys,Hello Nasty,spotify:track:1OIigmKerSiw9creKBH0UH,1
Body of Work,The Mynabirds,GENERALS,spotify:track:1XSq7Rdll78QLmdfVXnECm,1
Bohemian Dances,The Dø,Both Ways Open Jaws,spotify:track:2ZJKD3QOWZlLJuC9XzS8dn,14
Bohemian Rhapsody - Live,Queen,Queen Rock Montreal,spotify:track:4hVDbtfjNxKYZsVi5QmhjF,2
Bohemian Rhapsody - Remastered 2011,Queen,Queen 40 Limited Edition Collector's Box Set,spotify:track:2GAIycsMaDVtMtdvxzR2xI,25
Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera,spotify:track:7tFiyTwD0nx5a1eklYtX2J,25
Bold as Love,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,spotify:track:0dctFolLOGtoeTN2uzD3qV,32
"Bold As Love (Olympic Studios, London, UK, October 5, 1967)",Jimi Hendrix,The Jimi Hendrix Experience (Box Set),spotify:track:5OguSgySGrrfdYJiIpcyt3,3
Bomb.Com,Astro Safari USA,Future Cover Songs,spotify:track:38Yn2QCic0J55DTUooMfK0,1
Bonzo's Montreux,Led Zeppelin,The Complete Studio Albums,spotify:track:5Uyl7De4GsSPdgwy9iAZBe,1
Boogie with Stu - 1993 Remaster,Led Zeppelin,Physical Graffiti,spotify:track:28PMkoSk7yRzC5u8ujbWmZ,2
Bookends Theme,Simon & Garfunkel,The Essential Simon & Garfunkel,spotify:track:0hqgUk03yJghCnPJzLksqM,1
Boom Boom Pow,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),spotify:track:7xRNsqOQOgWbHV1nbXnfXN,11
Bootylicious,Destiny's Child,Survivor,spotify:track:41nT1Sp6ChR65FbsdLlFHW,1
Born To Die,Lana Del Rey,Born To Die - The Paradise Edition,spotify:track:487OPlneJNni3NWC8SYqhW,10
Born Under a Bad Sign,Jimi Hendrix,Blues,spotify:track:1HbOlAS9kF9d5j7WNQbin9,6
Boss Of Me,David Bowie,The Next Day Extra,spotify:track:6PgPvWhA31EGw3vJASHGIk,4
Boss Of Me,David Bowie,The Next Day,spotify:track:0cZZy2l9Ap1r2jRg5EP1Lv,4
Bottom of the River,Delta Rae,Bottom of the River,spotify:track:279D0iY34aVyZWTxsAPYUd,1
Boulevard Of Broken Dreams,Green Day,Ultimate GRAMMY Collection: Contemporary Rock,spotify:track:6VmC3LNGRLZCX6LE4mGJ13,1
"Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company)",Green Day,American Idiot - The Original Broadway Cast Recording,spotify:track:41pFyxOpS119Pb8JEzhx0w,2
Bows,How To Succeed Orchestra,How To Succeed In Business Without Really Trying,spotify:track:25DSUf11w4fvQK01bNydrN,1
Boy,Emma Louise,vs Head vs Heart,spotify:track:3HlnkaTkQ67VdJg3jnMggl,1
Boy Division,My Chemical Romance,Number One,spotify:track:7wzNovIu5urOjulGX4VzFo,4
Braid,Gem Club,In Roses,spotify:track:6UMZHeEm0Cpm4lhj1z7oWC,1
Brain,BANKS,Brain,spotify:track:1ryZH6Cu7CTEArHpPWUFC2,2
"Brandenburg Concerto No. 1 in F Major, BWV 1046: III. Allegro",Johann Sebastian Bach,"Bach, J.S.: Brandenburg Concertos",spotify:track:6kSffgyO5UafZ56akqz05O,1
"Brandenburg Concerto No. 3 in G Major, BWV 1048: II. Allegro",Johann Sebastian Bach,"Bach, J.S.: Brandenburg Concertos",spotify:track:4peYyAok7nt8k76EfPKXLz,1
"Brandenburg Concerto No. 4 in G Major, BWV 1049: 2. Andante",Johann Sebastian Bach,Bach Adagios,spotify:track:6L4PO0p7P4FF10HVzU3T4W,1
"Brandenburg Concerto No.3 in G, BWV 1048: 3. Allegro",Johann Sebastian Bach,111 Years of Deutsche Grammophon - The Collectors' Edition 2,spotify:track:3OdogqMX8RC54z9TjMPlJr,1
Brass Monkey,Beastie Boys,Licensed To Ill,spotify:track:2tY1gxCKslfXLFpFofYmJQ,3
Break the Walls,Fitz and The Tantrums,More Than Just a Dream,spotify:track:4pyAugZe4AVXBTZxdzg7vW,1
Breakfast Can Wait,Prince,Breakfast Can Wait,spotify:track:61lFyRVNu2vvuZ2y8B4feb,1
Breaking Down,Florence + The Machine,Ceremonials,spotify:track:2TYfPBSXeAJQgP1CpkXDUP,2
Breaking Glass - 1999 Remaster,David Bowie,Low,spotify:track:5gUP8H0bRV9a75K7wleHXH,2
Breakthru - Remastered 2011,Queen,The Miracle,spotify:track:2HPvr5vD9rjbc0tejSmkkp,1
Breath Of Life,Florence + The Machine,Breath Of Life,spotify:track:7jSJLFKyGGXaqSE5QB69qf,1
Breed,Nirvana,Nevermind,spotify:track:5drcC8MOaSDONgXJbWbMJp,1
Breezeblocks,alt-J,An Awesome Wave,spotify:track:3n69hLUdIsSa1WlRmjMZlW,7
Brianstorm,Arctic Monkeys,Favourite Worst Nightmare,spotify:track:5rTIpPWeO0IL4HWlGWrz5G,70
Brick By Brick,Arctic Monkeys,Suck It and See,spotify:track:5UBoePilDHnTiBm3PjUdDu,43
Bridge over Troubled Water,Simon & Garfunkel,Greatest Hits,spotify:track:5LFtkeNjLpZAey3Arj3h4M,2
Bridge over Troubled Water,Simon & Garfunkel,The Essential Simon & Garfunkel,spotify:track:6qjBGHd7YhevPJHL0y3b9m,2
Bright Whites,Kishi Bashi,151a,spotify:track:6yt0j9NLA4s46AWkyHORVb,1
Brill Bruisers,The New Pornographers,Brill Bruisers,spotify:track:0g6azQIxHsHFBoDD7BI3jz,1
Bring It on Home - 1993 Remaster,Led Zeppelin,Led Zeppelin II,spotify:track:7t5P7lGYdWMR7k0c2vjdfo,6
Broken,Gorillaz,Plastic Beach,spotify:track:3THFKx88trZuOFlssVLJ5G,2
Broken,Jake Bugg,Jake Bugg,spotify:track:1Bph2KY0MA2JUiX5uADWjZ,2
Bron-Y-Aur Stomp - 1990 Remaster,Led Zeppelin,Led Zeppelin III,spotify:track:1nb7JepKgfqXDegm4rJha1,5
Bron-Y-Aur Stomp - Remaster,Led Zeppelin,Led Zeppelin III,spotify:track:387OSDmYALGglTMG22cvG2,3
Bron-Yr-Aur - 1993 Remaster,Led Zeppelin,Physical Graffiti,spotify:track:6kpMYSZ58MkohGS7OkO4A9,3
"Brown Sugar - Live At The Beacon Theatre, New York / 2006",The Rolling Stones,Shine A Light,spotify:track:1aEigwt5TqU8xFrU315H19,1
Brown Sugar - Remastered 2009,The Rolling Stones,Sticky Fingers,spotify:track:61UuPxxYUvacEH6SHIK3sU,1
Brutal Love,Green Day,¡TRÉ!,spotify:track:7iXP6euYfDfeiD36vQlfnn,1
Bryn,Vampire Weekend,Vampire Weekend,spotify:track:49DKrioOpK5IpKHRJzznST,7
Bubble Pop Electric,Gwen Stefani,Love Angel Music Baby,spotify:track:6fEdyqMW6FmDWpwL1kExdB,1
Bubblegum Bitch,MARINA,Electra Heart,spotify:track:0ZFBKLOZLIM16RAUb5eomN,1
Bubbly,Colbie Caillat,Coco,spotify:track:0rFOs9paloAvEtzwDX1Kmc,1
"Bucket of Blood (From ""American Horror Story"")",AHS Project,American Horror Story,spotify:track:3EMeavSzaVT9EsDlHRq6pH,1
Buena,Morphine,Cure for Pain,spotify:track:2SSBJhvMsujY94GK5JAtKs,1
"Build God, Then We'll Talk",Panic! At The Disco,A Fever You Can't Sweat Out,spotify:track:4rstj4vgkFq49R2VV0fbxX,27
Build Me up Buttercup (Re-Recorded),The Foundations,60s Greatest Moments,spotify:track:2Vi0fxL1fyE7KrKt3JihJn,1
Bullet,Franz Ferdinand,"Right Thoughts, Right Words, Right Action (Deluxe Edition)",spotify:track:2D2k3oCAJapU6Nss8AvKbi,1
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,spotify:track:4qMzPtAZe0C9KWpWIzvZAP,3
Bulletproof Heart,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,spotify:track:1sFFxRWtbJmYH3hP5Fvi3v,13
Bulletproof Heart,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,spotify:track:2EGF4JrisrJ4D4HOdTyYEO,13
Bulls On Parade,Rage Against The Machine,Evil Empire,spotify:track:0tZ3mElWcr74OOhKEiNz1x,1
Burn,Ellie Goulding,Halcyon Days,spotify:track:0xMd5bcWTbyXS7wPrBtZA6,1
Burning Bridges,OneRepublic,Native,spotify:track:3qd6wKpFQf4JljGU7y18CJ,1
Bury Our Friends,Sleater-Kinney,Bury Our Friends,spotify:track:3yxivtl0NsPCexmEok42c2,1
"Buster Rides Again - Live at Tonic, New York City, NY/1999","Medeski, Martin & Wood",Tonic,spotify:track:0ZPV5yw1kQzlbDqISwO3Ey,1
Busy Doin' Nothin',Ace Wilder,Busy Doin' Nothin',spotify:track:1zSXQIah3KQsjvo5sRNRq7,1
But It's Better If You Do,Panic! At The Disco,A Fever You Can't Sweat Out,spotify:track:2ZqTtndqAZDRAWw2vgZwQK,5
Butcher's Hook,Arthur Beatrice,Carter EP,spotify:track:5a3ai3OlFS68Rk548Cx47B,1
Butterfly Culture,Benjamin Francis Leftwich,Last Smoke Before the Snowstorm,spotify:track:5ObUJjJaTcarxZgeQ5Q9Tg,1
By the Sea,Johnny Depp,"Sweeney Todd, The Demon Barber of Fleet Street, The Motion Picture Soundtrack",spotify:track:0y5V4rtQW7AnfBemF9HXH8,13
By the Way,Red Hot Chili Peppers,By the Way,spotify:track:2t0ZYmVXMR36fchq1Egs2d,2
By Your Hand,Los Campesinos!,Hello Sadness,spotify:track:1FqY5exyCvC8DTM1SyqTV5,2
By Your Side,Beachwood Sparks,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),spotify:track:5qStOHXvQShPh8ijBKTsuM,3
"Bye Bye Birdie - From the Columbia Pictures Production ""Bye Bye Birdie""",Ann-Margret,Let Me Entertain You,spotify:track:5TRmIAPtIFirplblURhgOw,1
Cabaret: Cabaret,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:6clRS0CUiYm3avULFGXeWL,12
Cabaret: Dont' Tell Mama,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:5M31qc6MUEM5o3dqXqSc7q,15
Cabaret: Entr'acte,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:1hV5Jhjq2Nm3Hq9RmEiJQB,1
Cabaret: Finale,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:0R7Ibr60KvyAApXST28JdP,23
Cabaret: Good Time Charlie (Demo),John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:2PHecd2uMhQ0aG5JpU9eyO,3
Cabaret: If You Could See Her (The Gorilla Song),John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:2LzbtRoiTJdrqA567ZhSRo,49
Cabaret: Introductory Remarks: Berlin Songs (Demo),John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:18qWg6EgxXWe9TPau1JwYC,3
Cabaret: Introductory Remarks: Good Time Charlie (Demo),John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:6SMONPrlRXjUAVSjFmbKN0,1
Cabaret: It Couldn't Please Me More (A Pineapple),John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:0SpF3QxesVRAJSc7rmhB49,2
Cabaret: It'll All Blow Over (Demo),John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:3adjqonYnrq7a3SQ4ybjAj,4
Cabaret: Meeskite,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:2petcovtEmziiBKCuoCllL,17
Cabaret: Perfectly Marvelous,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:5DCIqWyc0Rzab8p5JYMgkP,38
Cabaret: So What?,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:41jdD0NbkCqXx2fYHrL9VQ,13
Cabaret: Telephone Song,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:7sdht4nThM7PrNXpFAGiPJ,3
Cabaret: The Money Song (Sitting Pretty),John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:6NMhSnjU5rvlqOcRWjAT56,3
Cabaret: Tomorrow Belongs to Me,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:3yBMtRnDaXI9gX7PVGorf8,1
Cabaret: What Would You Do?,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:1omZQTQG5Usm6z5UITxG6C,1
Cabaret: Why Should I Wake Up?,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:3cwQj1sr0YhbmD8nBxn04W,1
Cabaret: Willkommen,John Kander,Cabaret (Original Broadway Cast Recording),spotify:track:0EQdzLJgYkOw2jNqcp7NxE,25
Caffeine Cold,Fall Out Boy,PAX AM Days,spotify:track:13NRQMlHrN1HqO7O1Pz25C,4
Cali in a Cup,Woods,Bend Beyond,spotify:track:4AlZ0FgehhgtLHddKx0Ou7,1
California,Delta Spirit,Delta Spirit,spotify:track:4Y3gLYlV5rD3fhirhWKtei,1
California English,Vampire Weekend,Contra,spotify:track:616yWUonrccM3bckt85yC5,6
Californication,Red Hot Chili Peppers,Californication,spotify:track:34KTEhpPjq6IAgQg2yzJAL,2
Call,Shugo Tokumaru,In Focus?,spotify:track:7Ho70DTXfRSrYSDC5H7MrE,1
Call At Midnight,Boris Karloff,Tales Of The Frightened - Complete (1963),spotify:track:2gkG6xiUL7PJFz9WcD6iHJ,1
Call It What You Want - Ocelot Remix,Foster The People,Call It What You Want (Remixes),spotify:track:0ehBhPh46zYpM1FadZlyPa,1
Call It What You Want - Treasure Fingers Pre-Party Remix Radio Edit,Foster The People,Call It What You Want (Remixes),spotify:track:4PZsf5nRJ1kmDVHsRFm6Vu,1
Call Them Brothers (feat. Only Son),Regina Spektor,What We Saw from the Cheap Seats,spotify:track:6QHth7YGhqwjItBo7bxe1S,1
Calm Before the Storm,Fall Out Boy,Take This to Your Grave,spotify:track:0dqREqnSQyV4mBwfPdFbLk,3
Camisado,Panic! At The Disco,A Fever You Can't Sweat Out,spotify:track:2hgkutEHVmJRg7drAJAFHi,3
Campus,Vampire Weekend,Vampire Weekend,spotify:track:7ui9Qq4JcPGcd3xWOeXhHp,3
Can You See Me,Jimi Hendrix,Are You Experienced,spotify:track:41j3QgPNvLSoWBucJuInCZ,1
Can't Get You out of My Head,Kylie Minogue,Fever,spotify:track:7MoKXLQeI0Bh2QodCjDO4K,1
Can't Nobody Hold Me Down (feat. Mase),Diddy,No Way Out,spotify:track:1EM23A621Z0QyTlWKu7T1l,2
Can't Stand Me Now,The Libertines,The Libertines,spotify:track:71D4LseR0RADPbyvMeTIHR,1
Can't Stop,Red Hot Chili Peppers,By the Way,spotify:track:4BcS4LomxUnQpzx4hCaJTs,2
Can't Stop Feeling - Live,Franz Ferdinand,Live 2014 at the London Roundhouse,spotify:track:5uesD6xA1622OJTM0h1FFY,1
Cancer,My Chemical Romance,The Black Parade,spotify:track:1aEL9mOs7gpouuYcQHK48W,63
Cancer,My Chemical Romance,The Black Parade,spotify:track:0GgN4MhR5GKn5IcKN0e0rG,63
Cancer - Live in Mexico City,My Chemical Romance,The Black Parade Is Dead!,spotify:track:20TpBrUb8BOvmtAmsmjeSr,1
Candil De La Calle,Apparat,The Devil's Walk,spotify:track:3LIeAEx70YNMbvlvWa0TeT,1
Candle In The Wind,Ed Sheeran,Goodbye Yellow Brick Road,spotify:track:5oBe0RFy2i8LaP6V9KAJiX,2
Candy Apple Grey Feat. Claire Duncan - Main,Julien Dyne,Candy Apple Grey B/w Get Closer,spotify:track:5kXI2NDtXRUQ8qXf2qpRcY,2
Candy Store Rock - 1990 Remaster,Led Zeppelin,Presence,spotify:track:1PpSenBXeetCWotWWrtYgg,4
Cannibal,Silversun Pickups,The Singles Collection,spotify:track:0XZNTefzUSnFvGqVWO10Gc,1
