track,artist,album,times_played
Plastic Beach (feat. Mick Jones and Paul Simonon),Gorillaz,Plastic Beach,5
Plastic Tramp,Arctic Monkeys,Fluorescent Adolescent,20
Plateau - Live,Nirvana,MTV Unplugged In New York,3
Play Date,Melanie Martinez,Cry Baby,29
Play That Funky Music,Wild Cherry,Wild Cherry,2
Play The Game - Remastered 2011,Queen,The Game,3
Player - Jai Wolf Remix,Tinashe,Player,1
Please Be Kind,The Tins,Life's a Gas,1
Please Don’t Stay (Once You Go Away),Marvin Gaye,Let's Get It On,1
"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,Hatful of Hollow,16
Poems,Bo Burnham,what.,4
Poison & Wine,The Civil Wars,Barton Hollow,1
Politik,Coldplay,A Rush of Blood to the Head,1
Pollen,Mirah,"You Think It's Like This, But Really It's Like This",35
Pollen,Mirah,You Think It's Like This But Really It's Like This,35
Pollen (Lucky Dragons),Mirah,Joyride: Remixes,1
Polly,Nirvana,Nevermind,7
Polly - 1992/Live at Reading,Nirvana,Live at Reading,1
Polly - Live,Nirvana,MTV Unplugged In New York,8
Pompeii,Bastille,Bad Blood,2
Pon Andhi,T. M. Soundararajan,Idhaya Veenai (Original Motion Picture Soundtrack),3
Pop Life,Prince,The Hits / The B-Sides,2
Popscene - Live,Blur,Parklive,1
"Popular - From ""Wicked"" Original Broadway Cast Recording/2003",Stephen Schwartz,Wicked,3
Potion Approaching,Arctic Monkeys,Humbug,12
Power of My Love,Jack White,Lazaretto,1
Pretty in Pink,The Psychedelic Furs,The Psychedelic Furs Superhits,1
Pretty Maids All in a Row - 2013 Remaster,Eagles,Hotel California,1
Pretty Visitors,Arctic Monkeys,Humbug,21
Pride And Joy - Album Version / Mono,Marvin Gaye,The Very Best Of Marvin Gaye,1
Primadonna,MARINA,Electra Heart,1
Prime Time of Your Life - Para One Remix,Daft Punk,Human After All (Remixes),1
Prime Time of Your Life / Brainwasher / Rollin' & Scratchin' / Alive,Daft Punk,Alive 2007,1
Princes Of The Universe - Remastered 2011,Queen,A Kind of Magic,3
Problem Child,AC/DC,Let There Be Rock,6
Promise,Mirah,C'mon Miracle,2
Proud Mary,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,1
Psykick Espionage,Joanna Gruesome,Astonishing Adventures,15
Public Pervert,Interpol,Antics,1
Pulaski at Night,Andrew Bird,I Want to See Pulaski at Night,2
Pulling Teeth,Green Day,Dookie,1
Pump It,Black Eyed Peas,Monkey Business,1
Pumped Up Kicks,Foster The People,Torches,4
Pumpin Blood,NONONO,Pumpin Blood EP,1
Pumpkin Eyes,Silver Scooter,The Other Palm Springs,9
Punch & Tea,Dumbo Gets Mad,Quantum Leap,1
Punk,Gorillaz,Gorillaz,1
Puppet On A String,Sandie Shaw,The Very Best Of,1
Pure,Mirah,Songs from the Black Mountain Music Project,1
Purple Haze,Jimi Hendrix,Are You Experienced,4
Purple Haze,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,4
Purple Rain,Prince,Purple Rain,7
Push It,Salt-N-Pepa,"Hot, Cool & Vicious",1
Pusher Love Girl,Justin Timberlake,The 20/20 Experience - The Complete Experience,1
Put Your Dukes Up John,Arctic Monkeys,Leave Before The Lights Come On,10
Pyongyang,Blur,The Magic Whip,1
Queen,Perfume Genius,Queen,1
Queen Bitch - 1999 Remastered Version,David Bowie,Hunky Dory,21
Queen Of Hearts,Fucked Up,David Comes To Life,1
Qui se soucie de nous - Live,Jacques Dutronc,Dutronc au Casino,1
Quill's Big Retreat,Tyler Bates,Guardians of the Galaxy,9
R U Mine?,Arctic Monkeys,AM,134
R U Mine?,Arctic Monkeys,R U Mine? / Electricity,134
Radar Detector,Darwin Deez,Darwin Deez,1
Radio,Smash Mouth,Astro Lounge,2
Radio,Mansions On The Moon,Radio,2
Radioactive,Imagine Dragons,Night Visions,1
Rainy Day,Coldplay,Prospekt's March,1
Raised By Wolves,Voxtrot,Raised By Wolves EP,5
Ramble On - 1990 Remaster,Led Zeppelin,Led Zeppelin II,1
RANT,Bo Burnham,Words Words Words,6
Rape Me,Nirvana,In Utero,5
Rape Me - 2013 Mix,Nirvana,In Utero,1
Rapt,Karen O,Crush Songs,6
Raspberry,GROUPLOVE,Spreading Rumours,5
Raspberry Beret,Purple Rain Band,My Name Is Prince,6
Raspberry Beret,Prince,The Very Best of Prince,6
Rat A Tat,Fall Out Boy,Save Rock And Roll,1
Rawhide (aka Surf Drums),The Lively Ones,Surf Drums,1
Rawnald Gregory Erickson the Second,STRFKR,Starfucker,17
Razorblade,The Strokes,First Impressions Of Earth,1
Re-Hash,Gorillaz,Gorillaz,1
Ready to Go (Get Me Out of My Mind),Panic! At The Disco,Vices & Virtues,1
"Ready, Able",Grizzly Bear,Veckatimest,2
Rebel Without a Cause: Main Title,Leonard Rosenman,"The Film Music Of Leonard Rosenman: East Of Eden, Rebel Without A Cause",5
Rebellion (Lies),Arcade Fire,Funeral,7
Reckless Serenade,Arctic Monkeys,Suck It and See,33
Recommendation,Mirah,College Park is Always Ready to Party,10
Recommendation,Mirah,Advisory Committee,10
Recover,CHVRCHES,The Bones Of What You Believe,5
Rectify,Dre Kiken,Rectify,1
Red Light,The Strokes,First Impressions Of Earth,1
Red Light Indicates Doors Are Secured,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",30
Red Lips,Sky Ferreira,Ghost,1
Red Right Hand,Arctic Monkeys,Crying Lightning,6
Redundant,Green Day,Nimrod,1
Reflections,MisterWives,Reflections,1
Reflektor,Arcade Fire,Reflektor,1
Rehab,Amy Winehouse,Back To Black,11
Rehab Center For Fictional Characters,Bo Burnham,Bo Burnham,7
Remember,Jimi Hendrix,Are You Experienced,4
Renegades,X Ambassadors,VHS,1
Rent I Pay,Spoon,They Want My Soul,6
Repeat Stuff,Bo Burnham,what.,6
Repeat Stuff - Studio,Bo Burnham,what.,7
Reptilia,The Strokes,Room On Fire,13
Respect - 2003 Remaster,Aretha Franklin,"Atlantic 60th: Soul, Sweat And Strut",1
Responsibility,MxPx,The Ever Passing Moment,1
Return of the Mack,Mark Morrison,Return of the Mack,18
Revolution 1 - Remastered 2009,The Beatles,The Beatles,18
Revolution 9 - Remastered 2009,The Beatles,The Beatles,1
Revolving Doors,Gorillaz,The Fall,1
Rhinestone Eyes,Gorillaz,Plastic Beach,19
Rich Girl,Gwen Stefani,Love Angel Music Baby,4
Rich Girl,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates,4
Right Action - Live from Avatar Studios,Franz Ferdinand,Spotify Session,2
Right For Me,Justin Timberlake,Justified,1
Right Where You Want Me - Radio Edit Version,Jesse McCartney,Right Where You Want Me,2
Rio,Orangutang,EP,4
Riot Van,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",7
Riptide,MisterWives,Spotify Sessions,6
Riptide,Vance Joy,Dream Your Life Away,6
River,Joni Mitchell,Blue,1
River - Acoustic Version,Lights,Acoustic,1
Riverside,Agnes Obel,Philharmonics,3
Robin,Tennis,Young & Old,1
Robot Rock,Daft Punk,Human After All,7
Robot Rock,Daft Punk,"Musique, Vol. 1",7
Rock 'n' Roll Suicide - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,1
Rock & Roll,The Velvet Underground,Loaded: The Fully Loaded Edition,1
Rock Flock Of Five - Reservoir Dogs/Soundtrack Version,Steven Wright,Reservoir Dogs,9
Rock Me,ABBA,The Albums,21
Rock Me,ABBA,Abba,21
Rock N' Roll Party Queen,Louis St. Louis,Grease,1
Rock the Casbah - Remastered,The Clash,Combat Rock (Remastered),1
Rock the House,Gorillaz,The Singles Collection 2001-2011,2
Rock the House,Gorillaz,Gorillaz,2
Rock Your Body,Justin Timberlake,Justified,5
Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,Elton John's Greatest Hits,1
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,22
Rockin' After Midnight,Marvin Gaye,Midnight Love,1
Ronan's Theme,Tyler Bates,Guardians of the Galaxy,13
Room Full of Mirrors,Jimi Hendrix,First Rays Of The New Rising Sun,1
Root Down,Beastie Boys,Solid Gold Hits,1
Rosie Won't You Please Come Home,The Kinks,Face to Face,2
Roundabout - 2008 Remaster,Yes,Fragile,9
Roxanne,Fall Out Boy,Policia: A Tribute To The Police,3
"Royale With Cheese - Dialogue Excerpt From ""Pulp Fiction""",John Travolta,Pulp Fiction,5
Rubber Ball - (1990 - Remastered),Bobby Vee,The Legendary Masters Series,1
Ruler of Everything,Tally Hall,Marvin's Marvelous Mechanical Museum,2
Rum 'n' Cola,Jenny Broke the Window,Jenny Broke the Window,1
Rusty James,Green Day,¡UNO!,1
Sabotage,Beastie Boys,Ill Communication,1
Sad,Bo Burnham,what.,6
Sad Dream,Sky Ferreira,Ghost,2
Sad Tomorrows - Mono Single Version,Marvin Gaye,What's Going On - 40th Anniversary,2
Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery,1
Said So What,French Kicks,Swimming,4
Sail Away Sweet Sister - Remastered 2011,Queen,The Game,1
Saint Cecilia,Foo Fighters,Saint Cecilia EP,1
Same Direction,Hoobastank,The Reason,1
Sandy,John Travolta,Grease,6
Sappy,Nirvana,With The Lights Out - Box Set,1
Sappy - 2013 Mix,Nirvana,In Utero,28
Sappy - Early Demo,Kurt Cobain,Montage Of Heck: The Home Recordings,1
Sappy - Live at Pine Street Theater,Nirvana,Bleach: Deluxe Edition,1
Satellite,Smash Mouth,Astro Lounge,3
"Satie: 3 Gymnopédies: No. 3, Lent et grave",Erik Satie,Satie: Gymnopedies - Gnossiennes - Piano Works,1
Saturday,Fall Out Boy,Take This to Your Grave,5
Saturday Night's Alright For Fighting - Remastered 2014,Elton John,Goodbye Yellow Brick Road,9
Save Me - Remastered 2011,Queen,The Game,22
Save Rock And Roll,Fall Out Boy,Save Rock And Roll,2
Save The Children,Marvin Gaye,What's Going On - 40th Anniversary,3
Savoy Truffle - Remastered 2009,The Beatles,The Beatles,22
Say That,Toro y Moi,Anything In Return,1
Scentless Apprentice,Nirvana,In Utero,4
Scentless Apprentice - Demo,Nirvana,In Utero,1
School - 1992/Live at Reading,Nirvana,Live at Reading,2
"School - Live In Amsterdam, Netherlands/1991",Nirvana,From The Muddy Banks Of The Wishkah,1
School - Remastered,Nirvana,Bleach: Deluxe Edition,35
Scoff - Remastered,Nirvana,Bleach: Deluxe Edition,2
Scotty Doesn't Know,Lustra,Left for Dead,1
Sea And Sand,The Who,Quadrophenia,1
Seafarer,Tennis,Cape Dory,2
Seaside Rendezvous - Remastered 2011,Queen,A Night At The Opera,37
Secret,Maroon 5,Songs About Jane: 10th Anniversary Edition,2
Secret Door,Arctic Monkeys,Humbug,35
Sedona,Houndmouth,Little Neon Limelight,1
See Me,Tei Shi,See Me,5
See My Friends,The Kinks,Kinda Kinks (Super Deluxe Edition),1
Seeds of Gold,Closure in Moscow,Pink Lemonade,4
Self Esteem,AJJ,Can't Maintain,8
Sending Postcards From a Plane Crash (Wish You Were Here),Fall Out Boy,Take This to Your Grave,1
Señorita,Justin Timberlake,Justified,5
September,"Earth, Wind & Fire",The Eternal Dance,16
Serve The Servants,Nirvana,In Utero,8
Session Man,The Kinks,Face to Face,1
Sestri Levante - Live,Tame Impala,Live Versions,1
Set Me Free,The Heavy,Great Vengeance and Furious Fire,1
Set the Mood Prelude / Until the End of Time,Justin Timberlake,FutureSex/LoveSounds,1
Set You Free,The Black Keys,Thickfreakness,19
Settle For A Draw,Arctic Monkeys,When The Sun Goes Down,3
Seven,Rainbow Kitten Surprise,Seven + Mary,7
Seven Nation Army,The White Stripes,Pay Close Attention : XL Recordings,8
Seven Nation Army - The Voice Performance,Melanie Martinez,Seven Nation Army,16
Seven Seas Of Rhye - Remastered 2011,Queen,Queen II,4
Sex On Fire,Alex Cornell,Youtube Sessions,1
Sexual Healing,Marvin Gaye,Platinum R&B Party,2
Sexual Healing,Marvin Gaye,Midnight Love,2
Sexy Ladies,Justin Timberlake,FutureSex/LoveSounds,1
Sexy Sadie - Remastered 2009,The Beatles,The Beatles,40
SexyBack (feat. Timbaland),Justin Timberlake,FutureSex/LoveSounds,9
SexyBack (feat. Timbaland),Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,9
Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,21
Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,18
Shadowplay - 2007 Remaster,Joy Division,Unknown Pleasures,1
Shaking In The Water,The XCERTS,There Is Only You,1
Shame,All The Colours,All The Colours,3
Shame,Bad Bad Hats,Psychic Reader,3
Shape of Love,Passenger,Flight Of The Crow,1
Shark Attack - Captain Cuts Remix,GROUPLOVE,Shark Attack,1
She,Green Day,Dookie,2
She Found You,Samiam,You Are Freaking Me Out,1
She Had the World - Alternate Version,Panic! At The Disco,Live in Chicago,1
She Just Won't Believe Me,Tame Impala,Lonerism,1
She Lives in My House,Talk In Tongues,Alone With A Friend,1
She Said She Said - Remastered 2009,The Beatles,Revolver,18
She Will Be Loved,Maroon 5,Songs About Jane,4
She's a Handsome Woman,Panic! At The Disco,Pretty. Odd.,2
She's a Riot,The Jungle Giants,Learn to Exist,3
She's a Witch,Gengahr,A Dream Outside,1
She's Leaving Home - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,14
She's Lost Control - 2007 Remaster,Joy Division,Unknown Pleasures,11
She's My Winona,Fall Out Boy,Folie à Deux,54
She's No You,Jesse McCartney,Beautiful Soul,1
"She's So High - Live in Hyde Park, London 02/07/2009",Blur,All the People... Blur Live at Hyde Park 02/07/2009,1
She's Thunderstorms,Arctic Monkeys,Suck It and See,18
Sheer Heart Attack - Remastered 2011,Queen,News Of The World,2
Shells,Mirah,(A)SPERA,3
Shells,Mirah,(A) Spera,3
Shine,Benjamin Francis Leftwich,Last Smoke Before the Snowstorm,4
Shine,Wild Belle,Isles,4
"Shine A Light - Live At The Beacon Theatre, New York / 2006",The Rolling Stones,Shine A Light,2
Shining Star,"Earth, Wind & Fire",Greatest Hits,10
Shit Twins,Dads,American Radass (This Is Important),3
Shooting Shadows,DREAMERS,Shooting Shadows,6
Short Change Hero,The Heavy,The House That Dirt Built,1
Short Circuit,Daft Punk,Discovery,2
Shot At The Night,The Killers,Direct Hits,1
Should Have Known Better,Sufjan Stevens,Carrie & Lowell,1
Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),12
Show Me,Joe Tex,"The Very Best of, Volume 1",1
"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix",Hundred Waters,"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal)",1
Shuffle,Bombay Bicycle Club,A Different Kind Of Fix,1
Shut Up and Dance,WALK THE MOON,Shut Up and Dance,1
Shy-town,Gorillaz,The Fall,1
Sifting - Remastered,Nirvana,Bleach: Deluxe Edition,2
Sign 'O' the Times - Single Version,Prince,The Very Best of Prince,2
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,"Signed, Sealed And Delivered",1
Silver,Caribou,Our Love,2
Since U Been Gone,Kelly Clarkson,Breakaway,3
Sing - Live,Blur,Parklive,1
Sippy Cup,Melanie Martinez,Cry Baby,46
Sippy Cup,Melanie Martinez,Sippy Cup,46
Sir Duke,Stevie Wonder,Songs In The Key Of Life,4
Sir Duke,Stevie Wonder,Original Musiquarium,4
Sister Of Pearl,Baio,The Names,1
Sisters,Radical Face,The Bastards: Volume 3,1
Situation,Yazoo,Upstairs At Eric's,5
Sixteen Saltines,Jack White,Blunderbuss,1
Sketchead,Arctic Monkeys,Cornerstone,25
Sleep,Snakadaktal,Sleep In The Water,1
Sleeping On The Sidewalk - Remastered 2011,Queen,News Of The World,3
Sleeping With A Friend,Neon Trees,Pop Psychology,1
Sleepwalker,The Kinks,Sleepwalker,1
Slide Through My Fingers,Tame Impala,Tame Impala,1
Sliver - 1992/Live at Reading,Nirvana,Live at Reading,4
Slow Hands,Interpol,Antics: The Special Edition,2
Slow Love - Night Version,MØ,No Mythologies to Follow (Deluxe),1
Small Town,Mirah,You Think It's Like This But Really It's Like This,6
Small Town,Mirah,"You Think It's Like This, But Really It's Like This",6
Smells Like Teen Spirit,Nirvana,Nevermind,68
"Smells Like Teen Spirit - Live In Del Mar, California/1991",Nirvana,From The Muddy Banks Of The Wishkah,2
Smells Like Teen Spirit - Rehearsal Demo,Nirvana,Sliver - The Best Of The Box,2
Smile,Portugal. The Man,Evil Friends,18
Smile,Weezer,Weezer,18
Smile Like You Mean It,The Killers,Hot Fuss,1
Smooth,Santana,Supernatural,13
Smooth Operator - Remastered,Sade,The Ultimate Collection,1
Snap Out Of It,Arctic Monkeys,AM,33
Soap,Melanie Martinez,Cry Baby,50
Soap - Gladiator Remix,Melanie Martinez,Soap,3
Soap - Jerome Price Remix,Melanie Martinez,Soap,2
Soap - Sailors Remix,Melanie Martinez,Soap,2
Soap - Steve James Remix,Melanie Martinez,Soap,1
Soap - Stooki Sound Remix,Melanie Martinez,Soap,3
Sockets,SOFT PLAY,Are You Satisfied?,4
Soma,The Strokes,Is This It,1
Soma - Live In Iceland,The Strokes,Soma,1
Some I Wrote,The Statler Brothers,Gold,1
Some Kind of Nature (feat. Lou Reed),Gorillaz,Plastic Beach,7
"Some Time Alone, Alone",Melody's Echo Chamber,Melody's Echo Chamber,2
Somebody New,Joywave,How Do You Feel Now?,12
Somebody New,Joywave,How Do You Feel?,12
Somebody To Love - Remastered 2011,Queen,A Day At The Races,32
Someday,The Strokes,Is This It,11
Someday Soon,Harlem,Hippies,3
Something - Remastered 2009,The Beatles,Abbey Road,22
Something - Remastered 2015,The Beatles,1,18
Something About Us,Daft Punk,Discovery,1
Something Always Changes,Talk In Tongues,Alone With A Friend,2
Something For Nothing,Rush,2112,1
Something From Nothing,Foo Fighters,Something From Nothing,1
Something Good Can Work,Two Door Cinema Club,Kitsuné Maison Compilation 7,2
Something Good Can Work,Two Door Cinema Club,Winter,2
Something In The Way,Nirvana,Nevermind,26
Something In The Way - Live,Nirvana,MTV Unplugged In New York,26
Somewhere,Jimi Hendrix,"People, Hell & Angels",9
Son Of A Gun,The Vaselines,Enter The Vaselines,4
Son of a Preacher Man,Dusty Springfield,Dusty In Memphis [Deluxe Edition],11
Son Of My Father,Chicory Tip,Son Of My Father,7
Song 2 - 2012 Remaster,Blur,Blur,25
Song For Zula,Phosphorescent,Muchacho De Lujo,3
Soon As I Get Home Tonight,Blah Blah Blah,Thank You Thank You,3
Soon I'll Be Loving You Again,Marvin Gaye,I Want You,1
Sophomore Slump Or Comeback Of The Year,Fall Out Boy,From Under The Cork Tree,16
Sorry,Justin Bieber,Purpose,7
Sorry,The Moth & The Flame,&,7
Sorry Seems To Be The Hardest Word,Elton John,To Be Continued...,1
Soul Love - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,1
Soul Love - 2012 Remastered Version,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,9
Soul Meets Body,Death Cab for Cutie,Plans,4
Soul Stripper,AC/DC,'74 Jailbreak,1
Sound Check (Gravity),Gorillaz,Gorillaz,1
Sound Of Your Heart,Shawn Hook,Sound Of Your Heart,7
Source,Fever the Ghost,Crab in Honey,10
South Carolina,Tennis,Cape Dory,1
Space Oddity - 1999 Remaster,David Bowie,Space Oddity,21
Space Oddity - 2009 Remastered Version,David Bowie,Space Oddity [Space Oddity 40th Anniversary Edition],6
Space Rock,Weezer,Maladroit,2
Spaceman,The Killers,Day & Age,4
Spaceship Coupe,Justin Timberlake,The 20/20 Experience - The Complete Experience,1
Spanish Castle Magic,Jimi Hendrix,Axis: Bold As Love,1
Speak to Me Low,Mirah,College Park is Always Ready to Party,1
Special Death,Mirah,Advisory Committee,36
Spirit in the Sky,Norman Greenbaum,Music From The Motion Picture Michael,24
Spirit in the Sky,Norman Greenbaum,The Original Hit Recording - Spirit in the Sky,24
Spitting out the Demons,Gorillaz,D-Sides,1
Squadron,"The Last Artful, Dodgr",Squadron,1
St. Justice,Albert Hammond Jr,AHJ,13
St. Louis Blues,Chuck Berry,Blues,1
Stacy's Mom,Fountains Of Wayne,Welcome Interstate Managers,2
Stairway to Heaven - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,33
Stand Up,In The Valley Below,The Belt,1
Starman - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,2
Starman - 2012 Remastered Version,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,1
Starstruck,Santigold,Santigold,12
Start A Riot,BANNERS,Start A Riot,3
Start Me Up - Remastered 2009,The Rolling Stones,Tattoo You,4
Stay - 1997 Remaster,The Hollies,50 at Fifty,1
Stay - Live; 2005 Remaster,David Bowie,Stage,1
Stay Away,Nirvana,Nevermind,2
Stay Loose,BRONCHO,Just Enough Hip To Be Woman,4
Stayin' Alive - 2007 Remastered Version Saturday Night Fever,Bee Gees,Saturday Night Fever [The Original Movie Soundtrack],8
Stayin' Alive - Remastered Version,Bee Gees,Number Ones,1
Staying Up,The Neighbourhood,I Love You.,1
"Steady, As She Goes",The Raconteurs,Broken Boy Soldiers,8
Steam Machine,Daft Punk,Human After All,3
Step,Vampire Weekend,Modern Vampires of the City,2
stevie,Kasabian,48:13,1
Stickin To The Floor,Arctic Monkeys,When The Sun Goes Down,5
Still Don’t Seem To Care,Talk In Tongues,Alone With A Friend,37
Still On My Brain,Justin Timberlake,Justified,1
Still Take You Home,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",6
Stone Cold Crazy - Remastered 2011,Queen,Sheer Heart Attack,1
Stone Free,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,2
Stone Free,Jimi Hendrix,Are You Experienced,2
Stop Breaking Down,The White Stripes,The White Stripes,1
Stop the Dams,Gorillaz,D-Sides,1
Stop The World I Wanna Get Off With You,Arctic Monkeys,Why'd You Only Call Me When You're High?,32
Stop When the Red Lights Flash,Green Day,¡DOS!,1
Straight Outta Compton,N.W.A.,Straight Outta Compton,2
Straight to the Top,Wildcat! Wildcat!,Straight to the Top,1
Straight Up,Paula Abdul,Forever Your Girl,1
Strangers,The Kinks,"Lola Versus Powerman and the Money-Go-Round, Pt. 1",1
Strangers In The Night - Live,Marvin Gaye,Live At The Copa,1
Strawberry Bubblegum,Justin Timberlake,The 20/20 Experience - The Complete Experience,1
Strawberry Fields Forever - Remastered 2009,The Beatles,Magical Mystery Tour,22
Stray Heart,Green Day,¡DOS!,1
Strunk,Die Antwoord,Donker Mag,7
Stubborn Kind Of Fellow,Marvin Gaye,The Very Best Of Marvin Gaye,1
Stuck In A Movie!,The Aquabats!,Charge!!,1
Stuck in the Middle,Burning Hotels,Eighty Five Mirrors,6
Stuck In The Middle With You,Stealers Wheel,Reservoir Dogs,23
Stylo (feat. Mos Def and Bobby Womack),Gorillaz,Stylo (feat. Mos Def and Bobby Womack),16
Stylo (feat. Mos Def and Bobby Womack),Gorillaz,Plastic Beach,16
Such Great Heights,Streetlight Manifesto,99 Songs Of Revolution,4
Suck It and See,Arctic Monkeys,Suck It and See,35
Suffragette City - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,2
Suffragette City - 2012 Remastered Version,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,1
Sugar,Maroon 5,V,3
Sugar,Editors,The Weight of Your Love,3
Sugar - Remix,Maroon 5,Sugar,1
Sugar Daddy - Theme from Vinyl,Sturgill Simpson,VINYL: Music From The HBO® Original Series - Vol. 1,1
Sugar Never Tasted So Good,The White Stripes,The White Stripes,1
"Sugar, Sugar",The Archies,"The Very Best Of ""The Archies""",1
"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,26
"Sugar, We're Goin Down",Fall Out Boy,Believers Never Die - Greatest Hits,26
Suicide Note,David Newman,Heathers,1
Suit & Tie,Justin Timberlake,The 20/20 Experience,2
Suit & Tie (feat. Jay-Z),Justin Timberlake,The 20/20 Experience - The Complete Experience,3
Summer Elaine and Drunk Dori,Weezer,Weezer (White Album),1
Summer Nights,John Travolta,Grease,11
Summer's Colour,Basement,Further Sky,7
Sun's Coming Up,Tame Impala,Lonerism,3
Sunday Morning,Maroon 5,Songs About Jane,15
Sunday School,Bo Burnham,Bo Fo Sho,5
Sunday Sunday - Live,Blur,Parklive,1
Sundown Syndrome - Canyons Remix,Tame Impala,Sundown Syndrome / Remember Me,1
Sunny Afternoon,The Kinks,Face to Face,22
Sunshine,Los Porcos,"""Sunshine / C.F.W""",2
Sunshine on My Back,The National,Sunshine on My Back,1
"Super Sounds - From ""Reservoir Dogs"" Soundtrack",Steven Wright,Reservoir Dogs,7
Superfast Jellyfish (feat. Gruff Rhys and De La Soul),Gorillaz,Plastic Beach,6
Superheroes,Daft Punk,Discovery,2
Superheroes / Human After All / Rock'n Roll,Daft Punk,Alive 2007,1
Supersonic Casualties,The Delta Riggs,Supersonic Casualties,13
Superstition,Stevie Wonder,Number 1's,17
Superstitions,Misun,Superstitions,1
Sur une nappe de restaurant,Jacques Dutronc,Et Moi Et Moi Et Moi,1
Surf Rider,The Lively Ones,Surf Rider,8
Suspicious Minds,Dee Dee Warwick,VINYL: Music From The HBO® Original Series - Vol. 1,1
Swap Meet - Remastered,Nirvana,Bleach: Deluxe Edition,4
Sweater Weather - Spotify Sessions Curated by Jim Eno,The Neighbourhood,Spotify Sessions,1
Sweepstakes (feat. Mos Def and Hypnotic Brass Ensemble),Gorillaz,Plastic Beach,5
Sweepstakes Prize,Mirah,You Think It's Like This But Really It's Like This,49
Sweepstakes Prize,Mirah,"You Think It's Like This, But Really It's Like This",49
Sweepstakes Prize,Mirah,Joyride: Remixes,49
Sweet Caroline,Neil Diamond,Sweet Caroline,1
Sweet Emotion,The Kooks,Listen,1
Sweet Jane - Full Length Version; 2015 Remaster,The Velvet Underground,Loaded: Re-Loaded 45th Anniversary Edition,3
Sweet Lady - Remastered 2011,Queen,A Night At The Opera,2
Sweet Ophelia,Zella Day,Kicker,1
Sweet Painted Lady - Remastered 2014,Elton John,Goodbye Yellow Brick Road,1
Sweet Sixteen,Think About Life,Family,2
Sweet Tangerine,The Hush Sound,Like Vines,3
Sweet Transvestite,Tim Curry,The Rocky Horror Picture Show - Original Soundtrack,2
Sweetest Goodbye,Maroon 5,Songs About Jane,1
Sweetness,Jimmy Eat World,Bleed American,45
Swoon,Emily Wolfe,Swoon,3
Sympathy For The Devil,The Rolling Stones,Beggars Banquet,1
"Sympathy For The Devil - Live At Beacon Theatre, New York / 2006",The Rolling Stones,Shine A Light,1
"Symphony No. 5 in C Minor, Op. 67: II. Andante con moto",Ludwig van Beethoven,Ludwig Van Beethoven: Orchestral Magnificence,1
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute. Allegro",Ludwig van Beethoven,"Beethoven: Symphony No. 1, Symphony No. 6 & Overture from Egmont",1
Symphony No. 7 in B flat major: 1. Andante-Spirituoso,William Boyce,"Boyce: 8 Symphonies, Op.2",1
T-Shirt Weather,Circa Waves,T-Shirt Weather,1
T.N.T.,AC/DC,High Voltage,1
"Tag, You're It",Melanie Martinez,Cry Baby,8
Tainted Love,Hannah Peel,Rebox,9
Tainted Love,Soft Cell,The Singles,9
Take A Vacation!,The Young Veins,Take A Vacation!,3
Take a Walk,Passion Pit,Gossamer,6
Take It Easy - 2013 Remaster,Eagles,The Very Best of the Eagles,1
Take It From Me,KONGOS,Take It From Me,1
Take It or Leave It,Cage The Elephant,Melophobia,14
